Paper,DOI,Publication Year,Corresponding Author,Email,Physical Address,Analyte Polymer,Critical Component,Architecture,Critical Condition Basis,Column Name,Stationary Phase Chemistry,Pore Size,Column Dimensions,Mobile Phase Solvents,Mobile Phase Ratio,Mobile Phase Ratio Units,Aqueous pH,Aqueous Salt Added,Aqueous Salt Type,Aqueous Salt Concentration,Temperature (°C),Flow Rate,Detector,Consensus Confidence,Qwen Confidence,Mistral Confidence,Evidence Text,Notes
Ziebarth_2016.pdf,10.1021/acs.macromol.6b01925,2016,Yongmei Wang,ywang@memphis.edu,"Department of Chemistry, The University of Memphis, Memphis, Tennessee 38154, United States",polystyrene,ring,ring,coelution of different molecular weights,Nucleosil C18,C18 bonded silica,100 Å,250 × 4.6 mm,"CH2Cl2, CH3CN",58/42,v/v,,False,,,17.3,0.5 mL/min,light scattering detector and UV absorption detector,explicit,missed,explicit,"Analytical LCCC analysis used a column (Nucleosil C18, 250 × 4.6 mm, 100 Å, 5 μm) smaller than the preparative fractionation. The eluent was CH2Cl2/CH3CN (58/42, v/v) at a flow rate of 0.5 mL/min. The column temperature was varied to achieve CAP condition for the polymers of interest. TCAP and tE,CAP of... Ring-PS... are measured as... 17.3 °C/ 8.23 min",Ring-PS refers to cyclic polystyrene. The condition was established for Ring-PS.
Banerjee2015.pdf,10.1016/j.chroma.2014.12.022,2015,Rudolf Faust,Rudolf.Faust@uml.edu,"Polymer Science Program, Department of Chemistry, University of Massachusetts Lowell, One University Avenue, Lowell, Massachusetts 01854, USA","PIB-diol, PIB-diallyl",PIB backbone,linear,elution independent of MW for identical chemical functionality,YMC HPLC COLUMN,reversed phase C18,120 A,4.6 mm x 250 mm,"THF, methanol",80.5/19.5,w/w,,False,,,35,0.5 mL/min,ELS detector (Varian 385-LC) and UV detector (Waters 2996),explicit,explicit,missed,"The critical solvent composition for PIB was established as THF/methanol 80.5/19.5 (w/w). ... According to Fig. 6 in THF/methanol 80.5/19.5 (w/w) PIB samples with identical chemical functionality eluted at the same position, independently of their MW.",Used for determination of critical conditions. ELS detector used for analysis in Fig 6-8.
Banerjee2015.pdf,10.1016/j.chroma.2014.12.022,2015,Rudolf Faust,Rudolf.Faust@uml.edu,"Polymer Science Program, Department of Chemistry, University of Massachusetts Lowell, One University Avenue, Lowell, Massachusetts 01854, USA","PIB-diol, PIB-monool, PIB-diallyl, PIB-dichloride, PIB-diolefin",PIB backbone,linear,elution independent of MW for identical chemical functionality,YMC HPLC COLUMN,reversed phase C18,120 A,4.6 mm x 250 mm,"THF, methanol",80.5/19.5,w/w,,False,,,35,0.5 mL/min,RI detector (Waters 2414) and UV detector (Waters 2996),explicit,explicit,missed,"Fig. 9 depicts LCCC chromatograms of PIB samples of different functionality but similar MW (approximately 2000) under critical condition using RI detector as the concentration detector. ... The LCCC chromatogram of PIBOL014 revealed three peaks (Fig. 11) with elution times correlating to PIB-diol, PIB-monool and PIB without OH functionality.",Used for quantitative analysis of chemical heterogeneity. RI detector identified as better concentration detector than ELS.
Banerjee2015.pdf,10.1016/j.chroma.2014.12.022,2015,Rudolf Faust,Rudolf Faust@uml.edu,"Polymer Science Program, Department of Chemistry, University of Massachusetts Lowell, One University Avenue, Lowell, Massachusetts 01854, USA",PIB-diol,PIB-diol,linear,LCCC,YMC HPLC COLUMN,C18,120 Å,4.6 mm × 250 mm,"THF, methanol",80.5/19.5,w/w,,False,,,35,0.5 mL/min,RI,explicit,missed,explicit,"LCCC was conducted on a Waters HPLC system with Waters 2695 separation module at a flow rate of 0.5 mL/min. For UV/RI system, a Waters 2414 Refractive Index detector at 30°C was used along with a Waters 2996 Photodiode Array detector operating at λ = 254 nm. 10 μL samples of 0.5 wt% polymer solutions were injected for UV/RI system. All measurements were carried out at a constant column temperature of 35°C and constant sample temperature of 30°C. One reversed phase C18 chromatography column (YMC HPLC COLUMN) with average particle size = 5 μm, pore diameters = 120 Å and column size (Inner diameter × Length) = 4.6 mm × 250 mm was used. HPLC grade THF and methanol were used to prepare the mobile phase and the solution of the polymers. The solvents were freshly distilled before use to avoid any degassing related issue. The critical solvent composition for PIB was established as THF/methanol 80.5/19.5 (w/w). Premixing of the mobile phase by weight is necessary for a constant and exact composition. Samples were prepared by dissolving polymer in THF/methanol 80.5/19.5 (w/w).",
Banerjee2015.pdf,10.1016/j.chroma.2014.12.022,2015,Rudolf Faust,Rudolf Faust@uml.edu,"Polymer Science Program, Department of Chemistry, University of Massachusetts Lowell, One University Avenue, Lowell, Massachusetts 01854, USA",PIB-monool,PIB-monool,linear,LCCC,YMC HPLC COLUMN,C18,120 Å,4.6 mm × 250 mm,"THF, methanol",80.5/19.5,w/w,,False,,,35,0.5 mL/min,RI,explicit,missed,explicit,"LCCC was conducted on a Waters HPLC system with Waters 2695 separation module at a flow rate of 0.5 mL/min. For UV/RI system, a Waters 2414 Refractive Index detector at 30°C was used along with a Waters 2996 Photodiode Array detector operating at λ = 254 nm. 10 μL samples of 0.5 wt% polymer solutions were injected for UV/RI system. All measurements were carried out at a constant column temperature of 35°C and constant sample temperature of 30°C. One reversed phase C18 chromatography column (YMC HPLC COLUMN) with average particle size = 5 μm, pore diameters = 120 Å and column size (Inner diameter × Length) = 4.6 mm × 250 mm was used. HPLC grade THF and methanol were used to prepare the mobile phase and the solution of the polymers. The solvents were freshly distilled before use to avoid any degassing related issue. The critical solvent composition for PIB was established as THF/methanol 80.5/19.5 (w/w). Premixing of the mobile phase by weight is necessary for a constant and exact composition. Samples were prepared by dissolving polymer in THF/methanol 80.5/19.5 (w/w).",
Banerjee2015.pdf,10.1016/j.chroma.2014.12.022,2015,Rudolf Faust,Rudolf Faust@uml.edu,"Polymer Science Program, Department of Chemistry, University of Massachusetts Lowell, One University Avenue, Lowell, Massachusetts 01854, USA",PIB-diallyl,PIB-diallyl,linear,LCCC,YMC HPLC COLUMN,C18,120 Å,4.6 mm × 250 mm,"THF, methanol",80.5/19.5,w/w,,False,,,35,0.5 mL/min,RI,explicit,missed,explicit,"LCCC was conducted on a Waters HPLC system with Waters 2695 separation module at a flow rate of 0.5 mL/min. For UV/RI system, a Waters 2414 Refractive Index detector at 30°C was used along with a Waters 2996 Photodiode Array detector operating at λ = 254 nm. 10 μL samples of 0.5 wt% polymer solutions were injected for UV/RI system. All measurements were carried out at a constant column temperature of 35°C and constant sample temperature of 30°C. One reversed phase C18 chromatography column (YMC HPLC COLUMN) with average particle size = 5 μm, pore diameters = 120 Å and column size (Inner diameter × Length) = 4.6 mm × 250 mm was used. HPLC grade THF and methanol were used to prepare the mobile phase and the solution of the polymers. The solvents were freshly distilled before use to avoid any degassing related issue. The critical solvent composition for PIB was established as THF/methanol 80.5/19.5 (w/w). Premixing of the mobile phase by weight is necessary for a constant and exact composition. Samples were prepared by dissolving polymer in THF/methanol 80.5/19.5 (w/w).",
Banerjee2015.pdf,10.1016/j.chroma.2014.12.022,2015,Rudolf Faust,Rudolf Faust@uml.edu,"Polymer Science Program, Department of Chemistry, University of Massachusetts Lowell, One University Avenue, Lowell, Massachusetts 01854, USA",PIB-dichloride,PIB-dichloride,linear,LCCC,YMC HPLC COLUMN,C18,120 Å,4.6 mm × 250 mm,"THF, methanol",80.5/19.5,w/w,,False,,,35,0.5 mL/min,RI,explicit,missed,explicit,"LCCC was conducted on a Waters HPLC system with Waters 2695 separation module at a flow rate of 0.5 mL/min. For UV/RI system, a Waters 2414 Refractive Index detector at 30°C was used along with a Waters 2996 Photodiode Array detector operating at λ = 254 nm. 10 μL samples of 0.5 wt% polymer solutions were injected for UV/RI system. All measurements were carried out at a constant column temperature of 35°C and constant sample temperature of 30°C. One reversed phase C18 chromatography column (YMC HPLC COLUMN) with average particle size = 5 μm, pore diameters = 120 Å and column size (Inner diameter × Length) = 4.6 mm × 250 mm was used. HPLC grade THF and methanol were used to prepare the mobile phase and the solution of the polymers. The solvents were freshly distilled before use to avoid any degassing related issue. The critical solvent composition for PIB was established as THF/methanol 80.5/19.5 (w/w). Premixing of the mobile phase by weight is necessary for a constant and exact composition. Samples were prepared by dissolving polymer in THF/methanol 80.5/19.5 (w/w).",
[217] Gao2016.pdf,10.1016/j.polymer.2016.08.086,2016,Yingfeng Tu,tuyingfeng@suda.edu.cn,"Suzhou Key Laboratory of Macromolecular Design and Precision Synthesis, Jiangsu Key Laboratory of Advanced Functional Polymer Design and Application, State and Local Joint Engineering Laboratory for Novel Functional Polymeric Materials, College of Chemistry, Chemical Engineering and Materials Science, Soochow University, Suzhou 215123, China",cyclic polystyrene (c-PS),polystyrene,cyclic,Liquid chromatography at critical condition (LCCC) used to characterize purity of cyclic polymers contaminated with linear precursors,Nucleosil bare silica,C18 bonded silica,50 Å,"250 x 4.6 mm, 5 mm bead size","THF, n-hexane",42/58,v/v,,False,,,43,0.5 mL/min,,explicit,explicit,missed,"Liquid chromatography at critical condition (LCCC) was conducted with a single C18 bonded silica column (Nucleosil bare silica, 50 Å pore, 250 x 4.6 mm, 5 mm bead size), following the procedures as reported [29,48e50]. The mobile phase was a mixture of THF/n-hexane (42/58, v/v), and the flow rate was 0.5 mL/ min at 43 ° C.",The text states the mobile phase ratio (42/58 v/v THF/n-hexane) was used for LCCC analysis of cyclic PS to detect linear contamination. The column is described as C18 bonded silica on bare silica support.
polymerPaper2.pdf,10.1016/j.polymer.2005.07.048,2005,Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens-University, Heinrichstrasse 28, A-8010 Graz, Austria",Poly(propylene oxide),Propylene oxide (PO) block,Linear homopolymer,Critical adsorption point (CAP) for PO,Jordi Gel DVB 500 RP,100% poly(divinylbenzene),500 A,250 x 4.6 mm,"Acetone, Water",92.42,wt%,,False,,,25.0,0.5 ml/min,RI,explicit,explicit,missed,"On this column, a CAP for PO is found at about 90% acetone... At a composition close to the CAP for PO... Fig. 2. Chromatograms of PEGs, PPGs, and water, as obtained on the Jordi column in 92.42 wt% acetone (CAP for PO).",Used to analyze EO-PO block copolymers where EO elutes in SEC mode.
polymerPaper2.pdf,10.1016/j.polymer.2005.07.048,2005,Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens-University, Heinrichstrasse 28, A-8010 Graz, Austria",Poly(propylene oxide),Propylene oxide (PO) block,Linear homopolymer,Critical adsorption point (CAP) for PO,Discovery HS-PEG,Silica-based PEG phase,120 A,250 x 4.6 mm,"Acetone, Water",44.52,wt%,,False,,,25.0,0.5 ml/min,RI,explicit,explicit,missed,"As can be seen in Fig. 4, a CAP for PO was found on the Discovery HS-PEG column... in acetone–water with about 45% (w/w) acetone... Fig. 6. Chromatograms of several poloxamers and PPG 1000, as obtained on the Discovery HS-PEG column in 44.52 wt% acetone.",Used to analyze EO-PO block copolymers where EO elutes in SEC mode. Suitable for shorter PO blocks.
polymerPaper2.pdf,10.1016/j.polymer.2005.07.048,2005,Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens-University, Heinrichstrasse 28, A-8010 Graz, Austria",Poly(ethylene oxide),Ethylene oxide (EO) block,Linear homopolymer,Critical adsorption point (CAP) for EO,Nucleosil 100-5 OH,Silica-based Diol phase,100 A,250 x 4.6 mm,"Acetone, Water",78.54,wt%,,False,,,25.0,0.5 ml/min,RI,explicit,explicit,missed,"The desired conditions were now found on a Diol phase in acetone–water with about 80 wt% aetone (Fig. 8): A CAP for EO exists at 78.54% (w/w) acetone. As can be seen in Fig. 9, PPGs elute in SEC mode, and the peaks of all PEGs (from 400 to 12000) coincide precisely.",Used to analyze EO-PO block copolymers where PO elutes in SEC mode.
polymerPaper2.pdf,10.1016/j.polymer.2005.07.048,2005,Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens-University, Heinrichstrasse 28, A-8010 Graz, Austria",EO–PO block copolymers,EO,EO–PO diblock,LCCC,Nucleosil 100-5 OH,silica-based Diol phase,100 Å,250 x 4.6 mm,"acetone, water",78.54,wt%,,False,,,25.0,0.5 ml/min,RI,explicit,missed,missed,"The desired conditions were now found on a Diol phase in acetone–water with about 80 wt% acetone (Fig. 8): A CAP for EO exists at 78.54% (w/w) acetone. As can be seen in Fig. 9, PPGs elute in SEC mode, and the peaks of all PEGs (from 400 to 12000) coincide precisely.",Used to analyze EO-PO block copolymers where PO elutes in SEC mode.
polymerPaper2.pdf,10.1016/j.polymer.2005.07.048,2005,Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens-University, Heinrichstrasse 28, A-8010 Graz, Austria",EO–PO block copolymers,PO,EO–PO diblock,LCCC,Jordi Gel DVB 500 RP,100% poly(divinylbenzene),500 Å,250 x 4.6 mm,"acetone, water",92.42,wt%,,False,,,25.0,0.5 ml/min,RI,explicit,missed,missed,"On this column, a CAP for PO is found at about 90% acetone... At a composition close to the CAP for PO... Fig. 2. Chromatograms of PEGs, PPGs, and water, as obtained on the Jordi column in 92.42 wt% acetone (CAP for PO).",Used to analyze EO-PO block copolymers where EO elutes in SEC mode.
polymerPaper2.pdf,10.1016/j.polymer.2005.07.048,2005,Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens-University, Heinrichstrasse 28, A-8010 Graz, Austria",EO–PO block copolymers,PO,EO–PO diblock,LCCC,Discovery HS-PEG,silica-based PEG phase,120 Å,250 x 4.6 mm,"acetone, water",44.52,wt%,,False,,,25.0,0.5 ml/min,RI,explicit,missed,missed,"As can be seen in Fig. 4, a CAP for PO was found on the Discovery HS-PEG column... in acetone–water with about 45% (w/w) acetone... Fig. 6. Chromatograms of several poloxamers and PPG 1000, as obtained on the Discovery HS-PEG column in 44.52 wt% acetone.",Used to analyze EO-PO block copolymers where EO elutes in SEC mode. Suitable for shorter PO blocks.
[48] Pasch1993.pdf,,1993,Harald Pasch,,"Deutsches Kunststoff-Institut, SchloBgartenstr. 6, 64289 Darmstadt, Germany",block copolymers of decyl and methyl methacrylate,poly(methyl methacrylate),block copolymer,critical point of adsorption,,,,,,,,,False,,,,,,explicit,explicit,explicit,Block copolymers of decyl and methyl methacrylate were analyzed by liquid chromatography at the critical point of adsorption. The molar mass and the polydispersity of the decyl methacrylate block was determined using chromatographic conditions resulting in a critical mode for poly(methyl methacrylate).,Specific mobile phase composition and column details are not provided in the summary or introduction text.
Pasch1993.pdf,,1993,H. Pasch,,"Deutsches Kunststoff-Institut, Schlossgartenstrasse 6, 6100 Darmstadt, Germany",poly(styrene-b-methyl methacrylate),poly(methyl methacrylate),block copolymer,critical point of adsorption for PMMA block,Nucleosil Si-100,silica gel,100 A,200 x 4 mm,"methyl ethyl ketone, cyclohexane",73:27,vol%,,False,,,,0.5 ml min^-1,differential RI detector,explicit,explicit,explicit,"The critical point of PMMA is obtained at a composition of 73 vol% MEK/27 vol% cyclohexane... Figure 3. Chromatograms of the block copolymers... at the critical point of PMMA; Nucleosil Si-100, MEK-cyclohexane 73:27 vol%.",Used to analyze the polystyrene block while PMMA is at critical condition (invisible).
Pasch1993.pdf,,1993,H. Pasch,,"Deutsches Kunststoff-Institut, Schlossgartenstrasse 6, 6100 Darmstadt, Germany",poly(styrene-b-methyl methacrylate),poly(methyl methacrylate),block copolymer,critical point of adsorption for PMMA block,Merck LiChrospher Si-300 and Si-1000,silica gel,300 A and 1000 A,self-packed,"methyl ethyl ketone, cyclohexane",70:30,vol%,,False,,,,0.5 ml min^-1,RI and UV (280 nm),explicit,explicit,explicit,"As can be seen in Figure 4, the critical point for PMMA is obtained at a mobile phase composition of 70 vol% MEK/30 vol% cyclohexane... Figure 5 Chromatograms of the block copolymers... at the critical point of PMMA; LiChrospher Si-300 and Si-1000, MEK-cyclohexane 70:30 vol%.",Used for higher molar mass samples where Si-100 was near exclusion limit. UV detection at 280 nm used for selective PS detection.
Hiller2007.pdf,10.1002/macp.200700166,2007,Wolf Hiller,whiller@dki.tu-darmstadt.de,"German Institute for Polymers, Schlossgartenstr. 6, 64289 Darmstadt, Germany",PS,PS,linear,critical point of adsorption,Nucleosil RP-18,C18 (reversed-phase),,250 x 4 mm,"THF, ACN",48:52,v/v,,False,,,22,0.5 mL min-1,UV,explicit,missed,explicit,The critical conditions correspond to a mobile phase composition of THF–ACN of 48:52 v/v... stationary phase: RP-18 Nucleosil 300 µ 1000; mobile phase THF/ACN 48:52 v/v; flow rate 0.5 mL min 1... at the critical point of adsorption of PS,PMMA elutes in SEC mode while PS is at critical conditions.
Hiller2007.pdf,10.1002/macp.200700166,2007,Wolf Hiller,whiller@dki.tu-darmstadt.de,"German Institute for Polymers, Schlossgartenstr. 6, 64289 Darmstadt, Germany",PS-b-PMMA,PS,block copolymer,critical point of adsorption of PS,Nucleosil RP-18,C18 (reversed-phase),,250 x 4 mm,"THF, ACN",48:52,v/v,,False,,,22,0.5 mL min-1,"UV, 1H NMR",explicit,missed,explicit,These critical conditions are used for the analysis of blends of PS and PMMA as well as for PS-b-PMMA copolymers. Figure 2 shows the critical diagram for using Nucleosil RP-18 columns at ambient temperature (22 8C). The critical conditions correspond to a mobile phase composition of THF–ACN of 48:52 v/v in agreement with ref.[[21]],PMMA elutes in SEC mode while PS is at critical conditions.
Hiller2007.pdf,10.1002/macp.200700166,2007,Wolf Hiller,whiller@dki.tu-darmstadt.de,"German Institute for Polymers, Schlossgartenstr. 6, 64289 Darmstadt, Germany",PMMA,PMMA,linear,size-exclusion mode,Nucleosil RP-18,C18 (reversed-phase),,250 x 4 mm,"THF, ACN",48:52,v/v,,False,,,22,0.5 mL min-1,UV,explicit,missed,explicit,These critical conditions are used for the analysis of blends of PS and PMMA as well as for PS-b-PMMA copolymers. Figure 2 shows the critical diagram for using Nucleosil RP-18 columns at ambient temperature (22 8C). The critical conditions correspond to a mobile phase composition of THF–ACN of 48:52 v/v in agreement with ref.[[21]],
[38] Chang1999.pdf,,1999,Taihyun Chang,tc@postech.ac.kr,"Department of Chemistry and Polymer Research Institute, POSTECH, Pohang, 790-784 KOREA",polystyrene,polystyrene,linear,"Chromatographic critical point where enthalpic and entropic terms compensate, resulting in loss of separation selectivity according to molecular weight","Alltech, Nucleosil",C18 bonded silica,100 A,250 x 4.6 mm,"CH2Cl2, CH3CN",57/43,v/v,,False,,,30.5,0.5 mL/min,RI,explicit,explicit,explicit,"At the composition of 57/43 (v/v) CH2Cl2 /CH3CN, all the PS standards are eluted as a single peak. This is the chromatographic critical point or the adsorption-size exclusion transition point where the enthalpic and entropic terms in Eq. (2) compensate each other. The critical condition is observed at 30.5 8 C, consistent with the result shown in Fig. 2.",The text explicitly identifies this setup as the 'chromatographic critical point' for Polystyrene.
[28] Braun1998.pdf,10.1080/10236669808009731,1998,H. Pasch,,"Deutsches Kunststoff-institut, Schlossgartenstr. 6, 64289 Darmstadt, Germany",Styrene-butadiene block copolymers (PB block analysis),Polystyrene (PS),Diblock and Triblock,Critical point of adsorption of polystyrene,LiChrospher Si-300 + Si-1000,Silica gel,300 and 1000 A,200 x 4 mm i.d.,"Tetrahydrofuran, n-hexane",43.4 : 56.6,volume percent,,False,,,,,"Differential refractometer, UV detector, FTIR",explicit,explicit,missed,"The critical point of PS is obtained at an eluent composition of THF/n-hexane 43.4% : 56.6% by volume, all PS samples being eluted in one peak. At this eluent composition, PB is eluted in the SEC mode.",Used to determine the size of the polybutadiene blocks in the copolymers.
[28] Braun1998.pdf,10.1080/10236669808009731,1998,H. Pasch,,"Deutsches Kunststoff-institut, Schlossgartenstr. 6, 64289 Darmstadt, Germany",Styrene-butadiene block copolymers (PS block analysis),Polybutadiene (PB),Diblock and Triblock,Critical point of adsorption of polybutadiene,Nucleosil 5C18 300 + 1000,RP-18 (Nonpolar),300 and 1000 A,250 x 4 mm i.d.,"Methyl ethyl ketone, Cyclohexane",98 : 2,volume percent,,False,,,,,"Differential refractometer, UV detector, FTIR",explicit,explicit,missed,The critical point of adsorption on a RP-18 stationary phase corresponds to a mobile phase composition of MEK/cyclohexane 98% :2% by volume.,"Used to determine the size of the polystyrene blocks in the copolymers. PB is soluble only up to molar masses of about 30,000 g/mol at critical conditions."
[28] Braun1998.pdf,10.1080/10236669808009731,1998,H. Rasch,,"Deutsches Kunststoff-institut, Schlossgartenstr. 6, 64289 Darmstadt, Germany",polybutadiene,polybutadiene,linear,critical point of adsorption,LiChrospher Si-300 + Si-1000,silica gel,300 and 1000 A,200 x 4 mm i.d.,"tetrahydrofuran, hexane",43.4:56.6,% by volume,,False,,,,,"Differential refractometer, UV detector, FTIR",explicit,missed,explicit,"At the critical point of polystyrene (PS) the polybutadiene block will be determined, while at the critical point of polybutadiene (PB) the PS block is to be analyzed.",Used to determine the size of the polybutadiene blocks in the copolymers.
[28] Braun1998.pdf,10.1080/10236669808009731,1998,H. Rasch,,"Deutsches Kunststoff-institut, Schlossgartenstr. 6, 64289 Darmstadt, Germany",polystyrene,polystyrene,linear,critical point of adsorption,LiChrospher Si-300 + Si-1000,silica gel,300 and 1000 A,200 x 4 mm i.d.,"tetrahydrofuran, hexane",43.4:56.6,% by volume,,False,,,,,"Differential refractometer, UV detector, FTIR",explicit,missed,explicit,"At the critical point of polystyrene (PS) the polybutadiene block will be determined, while at the critical point of polybutadiene (PB) the PS block is to be analyzed.",Used to determine the size of the polybutadiene blocks in the copolymers.
[28] Braun1998.pdf,10.1080/10236669808009731,1998,H. Rasch,,"Deutsches Kunststoff-institut, Schlossgartenstr. 6, 64289 Darmstadt, Germany",polybutadiene,polybutadiene,linear,critical point of adsorption,Nucleosil 5C18 300 + 1000,RP-18,300 and 1000 A,250 x 4 mm i.d.,"methyl ethyl ketone, cyclohexane",98:2,% by volume,,False,,,,,"Differential refractometer, UV detector, FTIR",explicit,missed,explicit,The critical point of adsorption on a RP-18 stationary phase corresponds to a mobile phase composition of MEK/cyclohexane 98% :2% by volume.,"Used to determine the size of the polystyrene blocks in the copolymers. PB is soluble only up to molar masses of about 30,000 g/mol at critical conditions."
[28] Braun1998.pdf,10.1080/10236669808009731,1998,H. Rasch,,"Deutsches Kunststoff-institut, Schlossgartenstr. 6, 64289 Darmstadt, Germany",polystyrene,polystyrene,linear,critical point of adsorption,Nucleosil 5C18 300 + 1000,RP-18,300 and 1000 A,250 x 4 mm i.d.,"methyl ethyl ketone, cyclohexane",98:2,% by volume,,False,,,,,"Differential refractometer, UV detector, FTIR",explicit,missed,explicit,The critical point of adsorption on a RP-18 stationary phase corresponds to a mobile phase composition of MEK/cyclohexane 98% :2% by volume.,"Used to determine the size of the polystyrene blocks in the copolymers. PB is soluble only up to molar masses of about 30,000 g/mol at critical conditions."
[47] Pasch1993.pdf,,1993,H. Pasch,,"Deutsches Kunststoff-Institut, Schlossgartenstrasse 6, 6100 Darmstadt, Germany",poly(styrene-b-methyl methacrylate),poly(methyl methacrylate),block copolymer,critical point of adsorption for PMMA block,Nucleosil Si-100,silica gel,100 A,200 x 4 mm,"methyl ethyl ketone, cyclohexane",73:27,vol%,,False,,,,0.5 ml min^-1,differential RI detector,explicit,explicit,explicit,"The critical point of PMMA is obtained at a composition of 73 vol% MEK/27 vol% cyclohexane... Figure 3. Chromatograms of the block copolymers... at the critical point of PMMA; Nucleosil Si-100, MEK-cyclohexane 73:27 vol%.",Used to analyze the polystyrene block while PMMA is at critical condition (invisible).
[47] Pasch1993.pdf,,1993,H. Pasch,,"Deutsches Kunststoff-Institut, Schlossgartenstrasse 6, 6100 Darmstadt, Germany",poly(styrene-b-methyl methacrylate),poly(methyl methacrylate),block copolymer,critical point of adsorption for PMMA block,Merck LiChrospher Si-300 and Si-1000,silica gel,300 A and 1000 A,self-packed,"methyl ethyl ketone, cyclohexane",70:30,vol%,,False,,,,0.5 ml min^-1,RI and UV (280 nm),explicit,explicit,explicit,"As can be seen in Figure 4, the critical point for PMMA is obtained at a mobile phase composition of 70 vol% MEK/30 vol% cyclohexane... Figure 5 Chromatograms of the block copolymers... at the critical point of PMMA; LiChrospher Si-300 and Si-1000, MEK-cyclohexane 70:30 vol%.",Used for higher molar mass samples where Si-100 was near exclusion limit. UV detection at 280 nm used for selective PS detection.
